date,weekday,weekday_en,is_weekend,is_holiday,holiday_name,rokuyo,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
2025-06-27,金曜日,Friday,False,False,,友引,宇宙との同調,黄金色,柚子茶,79,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,山羊座,魔術師 - 創造力,今日という日は二度と来ない,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2025-06-28,土曜日,Saturday,True,False,,先負,愛のバイブレーション,鋼青色,生姜茶,80,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,水瓶座,女教皇 - 直感,心の平安が真の豊かさ,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2025-06-29,日曜日,Sunday,True,False,,仏滅,豊かさの波動,深紅色,黒豆茶,81,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,魚座,女帝 - 豊穣,変化は成長の扉,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2025-06-30,月曜日,Monday,False,False,,大安,運命の扉が開く日,金色,アールグレイ,82,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,牡羊座,皇帝 - 安定,感謝の心が幸福を呼ぶ,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2025-07-01,火曜日,Tuesday,False,False,,先勝,宇宙からのメッセージ,朱色,カモミールティー,83,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,牡牛座,教皇 - 叡智,愛は最も強いエネルギー,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2025-07-02,水曜日,Wednesday,False,False,,友引,奇跡を呼ぶ波動,空色,ペパーミントティー,84,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,双子座,恋人 - 選択,困難は成長のギフト,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2025-07-03,木曜日,Thursday,False,False,,先負,龍神様のご加護,若草色,緑茶,85,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,蟹座,戦車 - 意志力,今この瞬間が全て,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2025-07-04,金曜日,Friday,False,False,,仏滅,金運上昇のサイン,黄金色,ほうじ茶,86,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,獅子座,力 - 内なる強さ,笑顔は心の太陽,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2025-07-05,土曜日,Saturday,True,False,,大安,恋愛運絶好調,鋼青色,ジャスミンティー,87,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,乙女座,隠者 - 内省,優しさは伝染する,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2025-07-06,日曜日,Sunday,True,False,,赤口,直感力が冴える,深紅色,ルイボスティー,88,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,天秤座,運命の輪 - 転機,夢は現実の種,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2025-07-07,月曜日,Monday,False,False,,先勝,隠れた才能開花,金色,ローズヒップティー,89,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,蠍座,正義 - バランス,勇気は恐れを超越する,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2025-07-08,火曜日,Tuesday,False,False,,友引,人生の転機到来,朱色,白茶,90,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,射手座,吊られた男 - 犠牲,知恵は経験から生まれる,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2025-07-09,水曜日,Wednesday,False,False,,先負,幸運の風が吹く,空色,烏龍茶,91,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,山羊座,死神 - 変容,調和は美の根源,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2025-07-10,木曜日,Thursday,False,False,,仏滅,魂の成長期間,若草色,玄米茶,92,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,水瓶座,節制 - 調和,希望は明日への光,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2025-07-11,金曜日,Friday,False,False,,大安,エネルギー充電日,黄金色,抹茶,93,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,魚座,悪魔 - 誘惑,慈悲は魂の栄養,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2025-07-12,土曜日,Saturday,True,False,,赤口,新次元への扉,鋼青色,柚子茶,94,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,牡羊座,塔 - 変革,一歩一歩が大切な旅路,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2025-07-13,日曜日,Sunday,True,False,,先勝,守護霊のささやき,深紅色,生姜茶,95,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,牡牛座,星 - 希望,今日という日は二度と来ない,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2025-07-14,月曜日,Monday,False,False,,友引,願いが叶う予感,金色,黒豆茶,96,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,双子座,月 - 幻想,心の平安が真の豊かさ,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2025-07-15,火曜日,Tuesday,False,False,,先負,心のデトックス,朱色,アールグレイ,97,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,蟹座,太陽 - 成功,変化は成長の扉,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2025-07-16,水曜日,Wednesday,False,False,,仏滅,創造力爆発,空色,カモミールティー,98,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,獅子座,審判 - 再生,感謝の心が幸福を呼ぶ,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2025-07-17,木曜日,Thursday,False,False,,大安,人との縁を結ぶ,若草色,ペパーミントティー,99,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,乙女座,世界 - 完成,愛は最も強いエネルギー,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2025-07-18,金曜日,Friday,False,False,,赤口,未来への種まき,黄金色,緑茶,1,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,天秤座,愚者 - 新しい始まり,困難は成長のギフト,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2025-07-19,土曜日,Saturday,True,False,,先勝,宝物発見の予感,鋼青色,ほうじ茶,2,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,蠍座,魔術師 - 創造力,今この瞬間が全て,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2025-07-20,日曜日,Sunday,True,False,,友引,内なる光が輝く,深紅色,ジャスミンティー,3,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,射手座,女教皇 - 直感,笑顔は心の太陽,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2025-07-21,月曜日,Monday,False,True,海の日,先負,調和のメロディ,金色,ルイボスティー,4,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,山羊座,女帝 - 豊穣,優しさは伝染する,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2025-07-22,火曜日,Tuesday,False,False,,仏滅,自然の叡智授受,朱色,ローズヒップティー,5,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,水瓶座,皇帝 - 安定,夢は現実の種,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2025-07-23,水曜日,Wednesday,False,False,,大安,知恵の泉湧出,空色,白茶,6,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,魚座,教皇 - 叡智,勇気は恐れを超越する,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2025-07-24,木曜日,Thursday,False,False,,赤口,至福の時間軸,若草色,烏龍茶,7,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,牡羊座,恋人 - 選択,知恵は経験から生まれる,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2025-07-25,金曜日,Friday,False,False,,先勝,運気上昇の兆し,黄金色,玄米茶,8,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,牡牛座,戦車 - 意志力,調和は美の根源,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2025-07-26,土曜日,Saturday,True,False,,友引,心の扉が開放,鋼青色,抹茶,9,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,双子座,力 - 内なる強さ,希望は明日への光,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2025-07-27,日曜日,Sunday,True,False,,先負,宇宙との同調,深紅色,柚子茶,10,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,蟹座,隠者 - 内省,慈悲は魂の栄養,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2025-07-28,月曜日,Monday,False,False,,仏滅,愛のバイブレーション,金色,生姜茶,11,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,獅子座,運命の輪 - 転機,一歩一歩が大切な旅路,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2025-07-29,火曜日,Tuesday,False,False,,大安,豊かさの波動,朱色,黒豆茶,12,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,乙女座,正義 - バランス,今日という日は二度と来ない,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2025-07-30,水曜日,Wednesday,False,False,,赤口,運命の扉が開く日,空色,アールグレイ,13,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,天秤座,吊られた男 - 犠牲,心の平安が真の豊かさ,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2025-07-31,木曜日,Thursday,False,False,,先勝,宇宙からのメッセージ,若草色,カモミールティー,14,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,死神 - 変容,変化は成長の扉,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2025-08-01,金曜日,Friday,False,False,,友引,奇跡を呼ぶ波動,黄金色,ペパーミントティー,15,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,節制 - 調和,感謝の心が幸福を呼ぶ,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2025-08-02,土曜日,Saturday,True,False,,先負,龍神様のご加護,鋼青色,緑茶,16,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,山羊座,悪魔 - 誘惑,愛は最も強いエネルギー,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2025-08-03,日曜日,Sunday,True,False,,仏滅,金運上昇のサイン,深紅色,ほうじ茶,17,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,水瓶座,塔 - 変革,困難は成長のギフト,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2025-08-04,月曜日,Monday,False,False,,大安,恋愛運絶好調,金色,ジャスミンティー,18,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,魚座,星 - 希望,今この瞬間が全て,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2025-08-05,火曜日,Tuesday,False,False,,赤口,直感力が冴える,朱色,ルイボスティー,19,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,牡羊座,月 - 幻想,笑顔は心の太陽,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2025-08-06,水曜日,Wednesday,False,False,,先勝,隠れた才能開花,空色,ローズヒップティー,20,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,牡牛座,太陽 - 成功,優しさは伝染する,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2025-08-07,木曜日,Thursday,False,False,,友引,人生の転機到来,若草色,白茶,21,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,双子座,審判 - 再生,夢は現実の種,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2025-08-08,金曜日,Friday,False,False,,先負,幸運の風が吹く,黄金色,烏龍茶,22,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,蟹座,世界 - 完成,勇気は恐れを超越する,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2025-08-09,土曜日,Saturday,True,False,,仏滅,魂の成長期間,鋼青色,玄米茶,23,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,獅子座,愚者 - 新しい始まり,知恵は経験から生まれる,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2025-08-10,日曜日,Sunday,True,False,,大安,エネルギー充電日,深紅色,抹茶,24,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,乙女座,魔術師 - 創造力,調和は美の根源,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2025-08-11,月曜日,Monday,False,True,山の日,赤口,新次元への扉,金色,柚子茶,25,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,天秤座,女教皇 - 直感,希望は明日への光,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2025-08-12,火曜日,Tuesday,False,False,,先勝,守護霊のささやき,朱色,生姜茶,26,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,蠍座,女帝 - 豊穣,慈悲は魂の栄養,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2025-08-13,水曜日,Wednesday,False,False,,友引,願いが叶う予感,空色,黒豆茶,27,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,射手座,皇帝 - 安定,一歩一歩が大切な旅路,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2025-08-14,木曜日,Thursday,False,False,,先負,心のデトックス,若草色,アールグレイ,28,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,山羊座,教皇 - 叡智,今日という日は二度と来ない,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2025-08-15,金曜日,Friday,False,False,,仏滅,創造力爆発,黄金色,カモミールティー,29,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,水瓶座,恋人 - 選択,心の平安が真の豊かさ,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2025-08-16,土曜日,Saturday,True,False,,大安,人との縁を結ぶ,鋼青色,ペパーミントティー,30,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,魚座,戦車 - 意志力,変化は成長の扉,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2025-08-17,日曜日,Sunday,True,False,,赤口,未来への種まき,深紅色,緑茶,31,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,牡羊座,力 - 内なる強さ,感謝の心が幸福を呼ぶ,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2025-08-18,月曜日,Monday,False,False,,先勝,宝物発見の予感,金色,ほうじ茶,32,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,牡牛座,隠者 - 内省,愛は最も強いエネルギー,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2025-08-19,火曜日,Tuesday,False,False,,友引,内なる光が輝く,朱色,ジャスミンティー,33,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,双子座,運命の輪 - 転機,困難は成長のギフト,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2025-08-20,水曜日,Wednesday,False,False,,先負,調和のメロディ,空色,ルイボスティー,34,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,蟹座,正義 - バランス,今この瞬間が全て,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2025-08-21,木曜日,Thursday,False,False,,仏滅,自然の叡智授受,若草色,ローズヒップティー,35,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,獅子座,吊られた男 - 犠牲,笑顔は心の太陽,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2025-08-22,金曜日,Friday,False,False,,大安,知恵の泉湧出,黄金色,白茶,36,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,乙女座,死神 - 変容,優しさは伝染する,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2025-08-23,土曜日,Saturday,True,False,,赤口,至福の時間軸,鋼青色,烏龍茶,37,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,天秤座,節制 - 調和,夢は現実の種,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2025-08-24,日曜日,Sunday,True,False,,先勝,運気上昇の兆し,深紅色,玄米茶,38,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,蠍座,悪魔 - 誘惑,勇気は恐れを超越する,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2025-08-25,月曜日,Monday,False,False,,友引,心の扉が開放,金色,抹茶,39,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,射手座,塔 - 変革,知恵は経験から生まれる,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2025-08-26,火曜日,Tuesday,False,False,,先負,宇宙との同調,朱色,柚子茶,40,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,山羊座,星 - 希望,調和は美の根源,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2025-08-27,水曜日,Wednesday,False,False,,仏滅,愛のバイブレーション,空色,生姜茶,41,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,水瓶座,月 - 幻想,希望は明日への光,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2025-08-28,木曜日,Thursday,False,False,,大安,豊かさの波動,若草色,黒豆茶,42,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,魚座,太陽 - 成功,慈悲は魂の栄養,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2025-08-29,金曜日,Friday,False,False,,赤口,運命の扉が開く日,黄金色,アールグレイ,43,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,牡羊座,審判 - 再生,一歩一歩が大切な旅路,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2025-08-30,土曜日,Saturday,True,False,,先勝,宇宙からのメッセージ,鋼青色,カモミールティー,44,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,牡牛座,世界 - 完成,今日という日は二度と来ない,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2025-08-31,日曜日,Sunday,True,False,,友引,奇跡を呼ぶ波動,深紅色,ペパーミントティー,45,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,双子座,愚者 - 新しい始まり,心の平安が真の豊かさ,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2025-09-01,月曜日,Monday,False,False,,先負,龍神様のご加護,金色,緑茶,46,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,蟹座,魔術師 - 創造力,変化は成長の扉,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2025-09-02,火曜日,Tuesday,False,False,,仏滅,金運上昇のサイン,朱色,ほうじ茶,47,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,獅子座,女教皇 - 直感,感謝の心が幸福を呼ぶ,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2025-09-03,水曜日,Wednesday,False,False,,大安,恋愛運絶好調,空色,ジャスミンティー,48,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,乙女座,女帝 - 豊穣,愛は最も強いエネルギー,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2025-09-04,木曜日,Thursday,False,False,,赤口,直感力が冴える,若草色,ルイボスティー,49,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,天秤座,皇帝 - 安定,困難は成長のギフト,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2025-09-05,金曜日,Friday,False,False,,先勝,隠れた才能開花,黄金色,ローズヒップティー,50,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,蠍座,教皇 - 叡智,今この瞬間が全て,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2025-09-06,土曜日,Saturday,True,False,,友引,人生の転機到来,鋼青色,白茶,51,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,射手座,恋人 - 選択,笑顔は心の太陽,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2025-09-07,日曜日,Sunday,True,False,,先負,幸運の風が吹く,深紅色,烏龍茶,52,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,山羊座,戦車 - 意志力,優しさは伝染する,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2025-09-08,月曜日,Monday,False,False,,仏滅,魂の成長期間,金色,玄米茶,53,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,水瓶座,力 - 内なる強さ,夢は現実の種,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
2025-09-09,火曜日,Tuesday,False,False,,大安,エネルギー充電日,朱色,抹茶,54,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,魚座,隠者 - 内省,勇気は恐れを超越する,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
2025-09-10,水曜日,Wednesday,False,False,,赤口,新次元への扉,空色,柚子茶,55,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,牡羊座,運命の輪 - 転機,知恵は経験から生まれる,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
2025-09-11,木曜日,Thursday,False,False,,先勝,守護霊のささやき,若草色,生姜茶,56,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,牡牛座,正義 - バランス,調和は美の根源,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
2025-09-12,金曜日,Friday,False,False,,友引,願いが叶う予感,黄金色,黒豆茶,57,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,双子座,吊られた男 - 犠牲,希望は明日への光,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
2025-09-13,土曜日,Saturday,True,False,,先負,心のデトックス,鋼青色,アールグレイ,58,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,蟹座,死神 - 変容,慈悲は魂の栄養,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2025-09-14,日曜日,Sunday,True,False,,仏滅,創造力爆発,深紅色,カモミールティー,59,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,獅子座,節制 - 調和,一歩一歩が大切な旅路,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2025-09-15,月曜日,Monday,False,True,敬老の日,大安,人との縁を結ぶ,金色,ペパーミントティー,60,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,乙女座,悪魔 - 誘惑,今日という日は二度と来ない,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2025-09-16,火曜日,Tuesday,False,False,,赤口,未来への種まき,朱色,緑茶,61,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,天秤座,塔 - 変革,心の平安が真の豊かさ,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2025-09-17,水曜日,Wednesday,False,False,,先勝,宝物発見の予感,空色,ほうじ茶,62,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,蠍座,星 - 希望,変化は成長の扉,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2025-09-18,木曜日,Thursday,False,False,,友引,内なる光が輝く,若草色,ジャスミンティー,63,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,射手座,月 - 幻想,感謝の心が幸福を呼ぶ,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
2025-09-19,金曜日,Friday,False,False,,先負,調和のメロディ,黄金色,ルイボスティー,64,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,山羊座,太陽 - 成功,愛は最も強いエネルギー,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
2025-09-20,土曜日,Saturday,True,False,,仏滅,自然の叡智授受,鋼青色,ローズヒップティー,65,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,水瓶座,審判 - 再生,困難は成長のギフト,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
2025-09-21,日曜日,Sunday,True,False,,大安,知恵の泉湧出,深紅色,白茶,66,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,魚座,世界 - 完成,今この瞬間が全て,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
2025-09-22,月曜日,Monday,False,False,,赤口,至福の時間軸,金色,烏龍茶,67,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,牡羊座,愚者 - 新しい始まり,笑顔は心の太陽,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
2025-09-23,火曜日,Tuesday,False,True,秋分の日,先勝,運気上昇の兆し,朱色,玄米茶,68,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,牡牛座,魔術師 - 創造力,優しさは伝染する,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
